Gender,Hours Studied,Previous Scores,Extracurricular Activities,Tuition,Sleep Hours,Sample Question Papers Practiced,Performance Index
Male,9,67,Yes,Yes,7,6,70
Female,8,83,No,Yes,6,0,87
Male,4,96,No,Yes,8,9,83
Female,5,76,No,Yes,4,9,66
Male,5,63,No,No,9,2,50
Male,6,83,No,Yes,9,2,75
Male,3,72,No,Yes,9,5,53
Male,5,59,No,Yes,6,2,51
Male,2,87,No,No,6,8,64
Female,1,69,Yes,No,8,4,49
Female,1,83,No,No,5,5,62
Female,7,48,No,Yes,5,5,42
Female,2,84,Yes,No,8,7,67
Male,4,88,No,Yes,9,9,79
Male,5,56,No,Yes,5,2,40
Female,7,75,No,No,8,8,71
Male,2,53,No,Yes,5,6,34
Male,6,58,Yes,Yes,8,5,54
Male,1,46,Yes,Yes,5,0,19
Male,7,98,No,No,9,3,92
Female,9,42,Yes,Yes,6,4,47
Male,5,72,Yes,Yes,6,1,62
Male,5,83,Yes,No,9,0,72
Female,4,71,Yes,Yes,5,1,61
Male,3,86,Yes,Yes,9,7,71
Female,9,50,Yes,No,8,9,54
Female,5,81,No,Yes,6,5,75
Male,8,41,No,Yes,4,9,37
Male,9,65,Yes,No,5,1,62
Male,5,43,Yes,Yes,4,8,34
Male,9,56,Yes,No,4,7,56
Female,2,56,No,Yes,7,3,39
Male,9,67,No,Yes,4,9,68
Female,4,69,No,Yes,4,6,60
Female,6,79,No,No,9,2,71
Male,6,62,No,No,7,5,55
Female,6,85,No,Yes,7,2,78
Male,2,63,Yes,No,7,9,42
Male,7,68,No,No,8,2,62
Female,6,43,No,No,7,8,38
Female,1,77,No,Yes,9,5,60
Female,2,68,Yes,Yes,8,7,49
Female,7,58,No,No,5,3,51
Female,1,66,Yes,No,8,3,44
Male,1,68,Yes,Yes,5,7,46
Male,1,95,No,No,7,6,74
Female,8,75,No,Yes,7,4,74
Female,4,74,No,Yes,5,1,62
Female,4,91,Yes,Yes,6,5,81
Female,2,45,No,No,9,0,25
Female,1,98,Yes,No,8,6,76
Female,9,62,Yes,Yes,9,8,68
Male,7,78,No,No,9,4,71
Female,4,85,No,No,4,4,69
Female,6,83,No,No,7,6,75
Male,2,87,Yes,Yes,8,4,68
Male,7,91,No,No,9,9,84
Female,2,47,Yes,No,8,3,27
Male,8,94,No,No,9,0,87
Male,8,41,Yes,No,7,5,40
Male,1,52,No,No,9,8,29
Male,8,79,No,Yes,5,3,76
Female,2,96,Yes,No,7,9,81
Male,6,60,Yes,Yes,8,3,54
Male,1,70,No,Yes,6,4,49
Male,5,91,Yes,No,9,5,80
Male,7,87,Yes,No,5,2,83
Female,1,75,Yes,Yes,7,8,63
Male,2,87,Yes,Yes,4,0,71
Male,7,91,No,Yes,7,5,81
Male,6,77,Yes,Yes,8,5,70
Female,3,66,No,Yes,8,7,52
Male,2,75,No,Yes,4,4,58
Male,4,87,No,No,5,8,70
Female,3,62,Yes,Yes,8,8,50
Female,7,94,No,Yes,5,1,90
Male,8,60,No,Yes,5,4,56
Male,2,52,No,No,7,6,30
Male,7,76,No,No,5,1,68
Male,8,86,No,Yes,9,6,86
Female,6,65,Yes,Yes,8,8,62
Male,6,79,No,No,8,7,69
Male,1,46,Yes,Yes,6,9,25
Male,4,85,No,No,5,8,65
Female,1,78,No,No,6,3,52
Male,4,61,Yes,Yes,7,7,47
Male,2,78,Yes,No,6,8,59
Female,5,62,No,Yes,5,9,51
Female,9,97,No,Yes,8,1,100
Male,3,69,No,Yes,7,9,54
Male,8,57,No,No,5,2,48
Male,3,81,No,Yes,7,0,66
Male,6,57,Yes,No,4,0,43
Male,4,85,No,No,5,9,69
Male,8,49,No,No,4,5,42
Female,6,78,Yes,Yes,6,0,75
Female,8,69,Yes,No,5,4,68
Female,1,65,No,Yes,4,5,47
Female,6,46,Yes,No,9,8,43
Female,1,46,Yes,Yes,8,5,29
Male,1,44,Yes,Yes,6,3,22
Male,8,40,No,No,5,0,29
Male,7,85,No,No,5,5,77
Female,3,57,No,Yes,8,6,40
Female,6,52,Yes,No,8,4,42
Female,9,64,No,No,4,5,65
Male,7,79,No,No,4,9,69
Female,3,47,Yes,No,4,7,31
Female,6,49,No,No,7,0,40
Female,4,71,Yes,No,6,7,58
Male,3,56,Yes,Yes,5,1,38
Male,9,77,Yes,Yes,6,1,79
Female,2,54,Yes,Yes,8,7,38
Female,1,54,No,No,9,1,31
Female,2,96,No,No,6,7,78
Female,7,87,No,No,6,4,82
Male,1,79,Yes,No,4,8,52
Female,6,90,No,Yes,8,8,87
Female,7,59,No,Yes,6,7,54
Female,9,54,Yes,No,5,8,55
Male,8,74,Yes,No,4,6,72
Male,6,45,No,Yes,6,7,35
Female,3,69,Yes,No,8,5,56
Male,8,96,No,No,9,8,95
Female,7,47,Yes,Yes,5,1,40
Male,3,70,Yes,No,9,2,52
Female,9,87,No,No,8,1,90
Female,2,86,Yes,No,8,5,67
Male,3,71,Yes,No,8,2,51
Male,2,84,Yes,Yes,9,0,65
Male,1,97,No,No,7,3,73
Male,4,91,No,Yes,5,4,74
Female,5,54,No,Yes,8,3,44
Female,6,57,Yes,No,7,5,48
Male,5,52,Yes,Yes,4,2,36
Female,1,63,Yes,No,7,9,39
Male,3,79,Yes,No,4,5,58
Female,1,53,No,No,9,9,32
Female,5,67,No,No,7,0,58
Male,5,50,Yes,Yes,9,5,43
Female,6,45,No,Yes,8,7,42
Female,8,95,No,Yes,7,9,100
Male,1,64,No,No,7,7,40
Female,4,40,Yes,No,8,0,28
Male,1,64,No,Yes,4,6,40
Female,9,41,No,No,8,9,44
Male,7,71,No,Yes,5,9,65
Female,7,52,No,No,7,3,42
Female,5,72,No,Yes,5,5,63
Male,7,71,Yes,Yes,8,5,71
Male,2,95,No,Yes,9,4,74
Female,4,63,No,Yes,8,9,52
Female,7,66,Yes,No,6,8,62
Male,3,43,No,Yes,5,9,28
Female,2,63,Yes,Yes,6,7,49
Female,2,62,Yes,No,5,5,45
Female,1,68,Yes,No,9,3,47
Male,5,73,Yes,Yes,6,3,60
Female,6,60,No,No,6,8,54
Female,6,69,No,Yes,5,3,61
Female,9,65,Yes,No,8,6,65
Male,4,59,No,Yes,4,5,48
Female,1,55,Yes,No,8,1,32
Male,6,42,No,Yes,4,4,33
Female,5,88,No,No,5,2,78
Female,6,76,Yes,No,7,8,70
Male,3,97,No,No,8,9,80
Male,2,79,Yes,Yes,6,0,63
Female,6,83,No,No,8,9,75
Male,1,64,No,Yes,5,3,41
Male,7,62,No,Yes,7,3,58
Male,7,83,Yes,No,7,8,73
Female,7,98,Yes,Yes,8,0,95
Female,1,40,Yes,Yes,8,1,18
Female,4,72,No,Yes,9,0,64
Female,7,54,Yes,Yes,8,0,52
Male,9,56,Yes,Yes,5,0,55
Male,5,73,Yes,No,4,2,58
Male,2,56,No,No,9,3,37
Female,7,91,No,No,4,9,86
Male,1,97,No,No,6,1,72
Male,7,80,No,Yes,5,0,72
Female,6,83,Yes,Yes,9,4,82
Female,7,43,No,Yes,7,5,43
Male,3,52,Yes,No,9,1,30
Male,3,43,No,No,6,2,22
Female,7,46,Yes,Yes,7,9,43
Female,2,85,Yes,No,9,2,68
Male,1,98,No,No,7,1,74
Male,9,48,Yes,No,8,3,48
Male,9,62,Yes,Yes,7,4,62
Male,7,72,Yes,Yes,9,7,69
Female,7,72,Yes,No,7,5,67
Female,3,59,No,No,5,8,39
Male,2,43,No,No,8,2,18
Male,7,40,Yes,No,8,9,30
Male,9,93,No,Yes,6,8,98
Male,1,81,Yes,Yes,8,3,58
Male,4,73,Yes,No,4,7,56
Male,6,66,No,No,5,9,59
Female,7,60,Yes,Yes,6,6,57
Male,7,63,No,No,4,6,56
Female,2,54,Yes,No,7,8,35
Female,4,74,No,No,4,9,61
Female,5,64,No,Yes,6,1,55
Male,1,94,Yes,Yes,8,4,71
Male,1,48,No,No,5,2,26
Female,3,56,Yes,No,6,6,42
Male,3,60,No,No,4,2,39
Male,8,52,Yes,Yes,4,4,47
Male,9,42,No,Yes,6,4,40
Male,1,43,No,Yes,9,1,21
Female,2,43,No,Yes,9,0,24
Female,2,82,Yes,No,6,5,63
Female,4,67,No,Yes,9,0,59
Male,2,46,Yes,Yes,6,8,27
Male,7,65,No,Yes,8,9,65
Male,9,50,No,No,6,4,45
Female,7,63,Yes,No,7,0,60
Male,6,82,No,Yes,5,7,77
Male,1,49,Yes,Yes,5,0,28
Male,9,76,Yes,No,7,3,76
Male,5,52,Yes,No,4,6,38
Female,5,83,Yes,No,4,3,73
Female,6,81,Yes,Yes,4,4,76
Female,9,78,No,No,4,6,78
Female,8,58,Yes,No,8,3,54
Female,8,90,No,No,7,4,86
Female,8,58,Yes,No,5,6,57
Female,1,51,Yes,Yes,7,0,31
Male,1,91,No,Yes,5,2,70
Male,8,61,No,Yes,4,0,59
Female,5,86,Yes,Yes,8,2,76
Female,9,76,Yes,No,6,1,75
Male,2,95,No,No,6,4,72
Female,9,69,No,No,9,9,75
Female,8,85,Yes,No,4,4,82
Male,9,51,Yes,No,4,9,50
Female,4,68,Yes,No,7,8,54
Female,1,60,No,No,8,7,39
Female,1,50,Yes,No,8,2,27
Female,5,76,No,Yes,7,0,64
Male,2,87,No,No,8,4,65
Female,8,97,Yes,Yes,8,2,100
Male,5,57,Yes,No,6,4,51
Female,5,83,No,Yes,8,8,74
Male,2,98,Yes,No,4,0,75
Male,7,66,Yes,Yes,6,0,61
Female,8,76,No,Yes,4,8,78
Female,1,87,Yes,Yes,4,2,66
Female,2,51,No,Yes,7,9,34
Female,4,62,No,Yes,9,4,54
Female,5,73,Yes,No,8,8,66
Male,2,77,No,No,8,4,58
Male,1,62,No,Yes,8,2,42
Female,9,92,Yes,Yes,8,8,95
Male,1,64,No,No,6,6,41
Male,4,43,Yes,No,5,6,27
Female,2,69,No,No,4,7,44
Male,4,69,No,Yes,9,4,58
Male,8,52,No,Yes,9,1,49
Male,8,81,No,No,5,8,78
Female,9,88,No,No,5,2,87
Female,5,53,No,Yes,5,1,45
Male,7,95,No,No,6,9,89
Female,3,86,Yes,Yes,5,9,71
Male,4,47,No,No,6,4,33
Female,9,94,Yes,No,7,7,95
Female,1,63,No,No,7,2,38
Female,2,57,No,Yes,9,5,44
Female,5,74,Yes,Yes,7,8,68
Female,3,64,Yes,No,6,1,52
Male,2,56,Yes,Yes,6,7,35
Female,1,71,No,No,4,9,50
Female,3,95,Yes,No,5,6,80
Male,1,63,No,No,8,2,41
Female,1,46,No,Yes,8,0,29
Female,1,52,Yes,No,5,5,31
Male,8,66,No,No,8,1,62
Female,3,87,Yes,Yes,8,2,75
Female,1,44,Yes,No,8,4,23
Male,7,75,Yes,No,9,7,72
Female,3,65,Yes,Yes,6,1,52
Male,8,81,No,No,6,5,77
Female,4,84,No,Yes,6,0,72
Male,4,70,Yes,No,5,6,51
Male,5,49,Yes,No,7,3,34
Female,6,85,No,No,9,0,76
Female,7,65,No,Yes,9,8,65
Male,4,61,Yes,No,8,8,49
Male,8,51,No,Yes,4,2,47
Female,6,71,No,No,6,5,61
Female,1,66,No,Yes,9,6,44
Male,1,72,No,No,9,3,47
Female,9,92,Yes,No,4,5,90
Female,6,91,No,Yes,8,8,90
Male,8,59,Yes,No,9,9,58
Female,7,78,Yes,Yes,9,5,76
Female,6,80,Yes,No,7,6,74
Male,4,79,No,No,4,5,62
Male,7,98,No,Yes,8,6,93
Female,9,52,Yes,Yes,8,0,56
Male,7,53,No,No,6,5,45
Male,1,83,Yes,No,7,8,62
Female,9,79,Yes,No,8,2,80
Female,4,92,No,Yes,7,5,85
Male,3,61,No,No,6,3,40
Female,4,57,No,No,4,6,39
Female,4,87,Yes,Yes,9,6,79
Male,2,68,Yes,No,9,8,51
Male,1,82,No,Yes,5,3,57
Male,1,55,Yes,No,5,7,30
Male,8,85,Yes,No,5,7,82
Female,2,74,Yes,No,9,7,52
Male,5,92,No,Yes,7,7,87
Female,4,73,No,Yes,5,5,62
Female,8,42,No,No,4,7,38
Female,2,43,Yes,Yes,8,5,29
Male,9,93,No,No,7,9,93
Female,7,44,Yes,No,9,1,38
Male,7,49,Yes,Yes,4,2,44
Male,1,91,Yes,Yes,9,5,72
Female,2,68,No,No,7,6,45
Female,4,71,Yes,No,7,3,57
Female,4,70,No,No,7,0,55
Male,3,41,Yes,Yes,6,3,24
Male,7,51,No,No,8,5,44
Female,8,66,No,Yes,5,7,62
Male,2,44,No,No,6,3,23
Female,4,76,No,No,8,9,63
Male,3,66,No,No,9,0,49
Male,2,62,No,Yes,5,4,41
Female,6,72,No,Yes,6,6,66
Female,4,43,No,No,6,5,33
Male,6,98,Yes,No,4,2,85
Female,2,60,Yes,No,6,6,40
Female,4,63,Yes,No,7,3,48
Male,6,83,Yes,No,9,4,78
Female,5,70,Yes,No,6,6,57
Male,3,83,No,Yes,7,1,69
Female,8,87,No,Yes,8,3,85
Female,7,63,No,No,8,3,55
Male,3,88,No,Yes,7,5,71
Male,6,92,No,No,4,6,80
Male,4,49,Yes,No,4,3,34
Female,5,88,Yes,Yes,8,9,82
Male,5,88,No,Yes,9,0,79
Female,7,89,Yes,No,6,0,82
Female,5,41,Yes,No,8,4,31
Male,3,70,No,Yes,8,0,56
Female,5,64,No,No,7,2,54
Male,7,43,Yes,Yes,4,8,39
Male,5,90,Yes,Yes,9,2,77
Female,5,50,No,No,7,2,37
Male,9,56,Yes,No,8,8,56
Female,3,83,No,Yes,5,4,68
Male,6,41,Yes,Yes,6,7,33
Male,1,45,Yes,No,8,9,20
Female,5,48,No,No,7,8,40
Female,8,44,Yes,No,5,5,42
Male,5,59,No,No,5,6,47
Male,9,68,Yes,Yes,8,6,76
Female,6,60,Yes,Yes,9,6,53
Female,8,48,No,Yes,4,3,47
Male,8,67,Yes,Yes,5,1,64
Female,3,94,No,Yes,6,1,82
Male,7,47,No,Yes,7,6,44
Female,7,70,Yes,Yes,7,9,69
Male,6,59,No,No,7,6,49
Female,7,66,No,Yes,8,9,67
Male,2,47,No,No,7,6,27
Male,9,93,Yes,Yes,7,7,100
Male,1,60,No,No,6,2,35
Male,1,67,No,No,4,4,40
Male,3,62,Yes,Yes,9,5,46
Male,3,45,No,No,8,7,27
Female,1,42,No,Yes,8,7,21
Male,7,44,No,Yes,7,9,40
Male,4,48,Yes,No,6,2,35
Female,2,46,Yes,No,5,3,28
Female,5,43,Yes,No,7,5,30
Female,6,78,Yes,No,7,3,67
Female,9,44,Yes,No,8,9,43
Male,4,50,Yes,No,8,3,33
Male,2,54,No,Yes,7,4,34
Female,5,73,Yes,Yes,8,9,70
Female,3,52,Yes,Yes,6,6,40
Female,2,93,Yes,Yes,5,1,77
Female,1,87,Yes,No,5,1,63
Female,2,46,No,No,5,9,25
Male,6,79,No,Yes,7,8,71
Female,8,45,Yes,Yes,9,3,50
Female,3,95,No,Yes,7,4,81
Female,9,78,Yes,Yes,7,2,79
Male,9,89,No,Yes,6,1,89
Male,2,69,Yes,Yes,5,9,54
Female,8,61,Yes,Yes,8,7,63
Female,5,64,Yes,No,8,3,54
Male,4,67,Yes,Yes,4,0,50
Female,5,93,No,Yes,4,5,86
Male,4,59,Yes,No,9,5,47
Female,8,78,No,No,8,1,76
Male,4,42,No,No,5,1,25
Female,6,44,No,No,7,7,30
Male,2,40,Yes,Yes,8,6,25
Male,5,54,No,Yes,9,1,44
Female,6,65,No,Yes,9,9,60
Female,5,42,No,No,8,0,30
Female,2,79,Yes,Yes,4,7,67
Male,7,96,No,Yes,5,9,92
Female,4,80,Yes,No,8,1,68
Female,8,86,No,Yes,7,4,87
Female,7,81,No,Yes,7,5,78
Male,7,73,Yes,No,6,9,64
Female,9,91,Yes,Yes,7,0,97
Male,1,44,No,Yes,8,1,21
Male,6,70,Yes,Yes,8,9,64
Male,6,90,No,No,7,3,82
Female,6,52,No,No,4,1,43
Female,6,82,Yes,No,5,5,73
Female,7,40,Yes,Yes,9,3,40
Female,6,61,Yes,Yes,8,2,58
Female,1,54,No,Yes,7,5,33
Male,3,65,No,Yes,9,8,50
Male,2,57,No,No,7,7,36
Female,6,87,Yes,Yes,8,1,85
Male,8,48,Yes,No,6,2,43
Female,3,40,Yes,No,5,1,23
Male,8,82,No,No,8,9,78
Female,8,48,Yes,No,9,6,45
Female,5,62,Yes,No,7,8,54
Female,8,82,No,No,6,0,77
Male,6,84,Yes,No,8,2,74
Female,5,97,Yes,No,5,5,83
Female,9,41,No,No,6,3,39
Female,7,53,No,Yes,9,9,52
Female,8,77,No,Yes,7,9,77
Male,1,79,No,No,4,0,50
Female,2,57,No,No,5,8,37
Male,8,55,No,Yes,6,6,54
Male,9,92,Yes,No,8,6,93
Female,4,68,Yes,Yes,8,0,59
Male,9,83,No,No,6,8,84
Female,4,50,No,No,8,7,40
Female,9,45,Yes,No,6,9,46
Female,7,42,No,No,5,4,34
Male,2,53,No,Yes,8,3,36
Male,9,41,Yes,Yes,5,0,37
Male,4,71,Yes,No,7,8,56
Male,8,70,No,Yes,7,7,67
Male,7,50,No,No,7,1,40
Female,7,61,Yes,No,7,3,55
Female,8,42,No,Yes,8,3,44
Female,1,89,Yes,Yes,6,6,75
Male,5,70,Yes,No,8,2,59
Female,2,72,No,No,9,7,50
Male,2,63,Yes,Yes,8,6,45
Male,1,40,Yes,Yes,5,9,17
Male,5,83,Yes,Yes,6,3,71
Male,2,54,No,No,4,8,31
Male,4,76,No,No,4,5,57
Male,3,66,No,No,6,2,44
Male,3,77,Yes,No,4,6,59
Male,2,87,Yes,No,6,5,66
Female,6,66,No,Yes,5,7,64
Female,2,83,Yes,No,5,4,61
Male,8,51,Yes,No,8,5,44
Female,8,42,No,No,4,0,36
Male,5,69,Yes,No,6,7,55
Female,7,71,Yes,Yes,5,0,69
Male,4,62,Yes,No,8,2,47
Male,1,41,Yes,No,4,1,16
Male,2,46,Yes,Yes,4,5,23
Female,4,73,Yes,No,4,7,59
Female,1,71,No,Yes,5,7,48
Male,8,92,No,No,5,6,89
Male,9,78,Yes,No,4,6,74
Male,4,71,No,Yes,5,7,57
Male,3,82,No,No,4,4,59
Female,2,82,No,Yes,7,2,64
Female,5,53,Yes,Yes,5,1,43
Female,3,42,No,No,6,2,24
Male,7,85,Yes,No,5,2,77
Female,6,71,No,Yes,4,6,67
Female,1,82,No,Yes,6,0,64
Female,8,75,Yes,No,8,6,76
Male,2,56,No,No,6,5,34
Male,5,87,Yes,Yes,6,9,77
Female,9,42,No,No,5,1,40
Female,8,96,No,Yes,9,9,99
Female,2,49,No,No,6,0,29
Male,9,92,No,Yes,6,8,92
Female,5,86,Yes,Yes,4,1,77
Female,6,79,Yes,Yes,5,3,76
Male,3,57,No,No,4,8,39
Male,3,42,Yes,Yes,5,8,25
Female,8,78,No,Yes,8,0,78
Female,2,49,Yes,Yes,9,1,34
Female,2,91,Yes,Yes,6,1,75
Female,5,48,Yes,No,5,1,32
Male,6,85,No,No,6,7,79
Female,2,94,Yes,No,6,7,75
Male,5,85,Yes,Yes,7,9,76
Male,7,50,No,No,4,7,39
Female,8,72,No,Yes,9,3,76
Male,7,75,No,Yes,5,7,69
Female,8,65,Yes,No,8,6,65
Male,9,66,Yes,No,9,7,68
Male,5,77,Yes,Yes,7,0,65
Male,5,61,Yes,No,4,2,45
Male,4,65,Yes,No,8,9,51
Male,9,61,Yes,No,8,5,56
Female,5,44,No,Yes,6,0,36
Male,2,74,Yes,No,4,3,51
Female,8,41,Yes,No,7,8,38
Male,7,74,Yes,No,5,6,65
Male,8,48,No,Yes,5,0,44
Male,3,90,Yes,Yes,7,5,74
Female,4,90,No,Yes,6,5,82
Male,5,88,Yes,No,6,1,72
Male,6,57,No,No,8,5,45
Male,1,82,No,No,4,9,57
Male,4,51,No,No,8,1,37
Female,5,42,Yes,No,5,7,30
Female,7,57,No,No,7,6,50
Male,5,95,Yes,Yes,4,5,85
Female,1,77,No,Yes,7,9,60
Male,7,46,Yes,No,4,5,39
Female,8,72,No,No,9,8,69
Male,7,45,No,No,5,8,38
Female,4,57,Yes,No,5,9,43
Female,8,84,No,Yes,9,9,84
Male,5,61,Yes,Yes,4,1,51
Male,9,90,No,No,6,2,84
Female,5,78,No,No,4,9,64
Male,1,90,Yes,Yes,5,6,71
Male,9,48,Yes,Yes,7,9,47
Male,5,74,Yes,No,8,8,61
Female,6,62,No,Yes,7,5,55
Female,4,51,Yes,Yes,5,0,38
Female,6,91,Yes,No,7,6,83
Female,8,63,No,No,6,0,57
Male,3,89,Yes,No,6,4,72
Male,5,79,Yes,Yes,4,8,70
Male,2,48,No,Yes,7,9,28
Female,2,52,No,No,7,9,34
Female,7,79,No,No,5,8,79
Male,6,93,No,No,4,0,81
Male,4,81,No,No,4,5,64
Male,5,56,Yes,Yes,7,2,46
Female,1,46,No,No,8,8,25
Female,7,56,No,No,7,2,50
Male,8,94,No,No,7,1,85
Male,9,89,Yes,Yes,7,7,92
Male,8,63,Yes,Yes,6,2,60
Female,5,41,Yes,Yes,9,4,32
Male,3,74,Yes,Yes,4,5,55
Female,9,67,No,No,9,9,67
Female,6,58,No,No,6,9,54
Male,5,72,No,Yes,8,0,60
Male,3,60,Yes,Yes,5,6,43
Female,6,92,No,Yes,8,6,90
Male,3,49,Yes,No,4,4,31
Male,6,92,Yes,No,5,8,81
Male,4,85,Yes,No,9,1,68
Female,2,84,No,Yes,8,4,72
Female,8,48,No,No,4,1,44
Male,4,77,No,Yes,8,1,63
Male,9,45,No,No,5,8,46
Male,7,90,Yes,No,5,6,82
Female,2,92,No,No,8,3,72
Female,4,81,Yes,No,6,7,66
Female,5,94,Yes,Yes,8,3,85
Female,3,74,Yes,No,9,0,59
Female,9,57,Yes,No,8,9,53
Female,5,92,Yes,Yes,8,2,83
Male,2,58,Yes,No,6,9,37
Male,3,44,Yes,Yes,7,0,30
Male,9,64,No,No,5,1,62
Male,7,50,No,Yes,9,1,48
Male,2,49,Yes,Yes,4,6,29
Female,9,56,No,Yes,5,3,63
Female,4,75,No,No,5,9,58
Female,9,65,No,Yes,7,8,68
Male,2,70,No,No,5,1,48
Female,4,71,Yes,No,5,8,58
Female,5,60,No,No,6,5,47
Female,2,57,Yes,No,6,9,39
Male,1,57,Yes,Yes,6,7,35
Male,7,40,No,Yes,6,6,34
Female,1,53,No,Yes,6,7,38
Female,8,47,Yes,No,9,8,49
Female,3,41,Yes,No,4,7,25
Female,6,90,No,No,7,5,84
Female,7,54,No,Yes,8,7,50
Female,1,73,Yes,No,9,7,51
Male,6,75,No,Yes,6,1,68
Female,7,40,Yes,Yes,7,1,39
Male,6,90,Yes,No,8,0,82
Female,4,60,Yes,No,5,9,46
Male,1,81,Yes,No,9,1,56
Male,9,40,No,Yes,5,6,41
Male,4,71,Yes,Yes,7,2,55
Male,7,59,Yes,Yes,4,3,52
Male,7,93,No,Yes,4,3,90
Male,2,86,No,No,7,3,63
Female,1,75,Yes,No,4,1,53
Female,8,78,No,Yes,4,5,73
Female,8,69,No,No,5,0,65
Female,7,46,Yes,Yes,4,4,40
Female,8,61,No,Yes,4,1,55
Female,3,96,No,Yes,7,8,82
Male,2,89,No,No,4,1,65
Male,7,84,No,Yes,9,5,80
Male,8,49,No,No,6,3,44
Female,1,95,Yes,Yes,6,5,78
Female,9,47,No,No,7,1,47
Female,4,66,Yes,Yes,6,1,55
Male,4,49,Yes,Yes,5,6,36
Male,3,53,No,No,9,2,31
Female,6,85,No,Yes,9,2,78
Male,1,98,No,Yes,7,6,75
Male,6,91,No,No,4,7,80
Female,2,93,No,No,6,6,76
Male,9,50,No,Yes,5,2,53
Female,2,45,No,No,7,2,26
Male,7,60,No,Yes,7,6,52
Male,1,72,No,No,4,2,46
Female,7,58,No,No,8,1,54
Female,5,78,No,No,6,6,66
Female,8,63,No,Yes,5,2,62
Female,4,57,Yes,No,7,4,46
Male,7,74,No,Yes,6,6,69
Male,6,91,Yes,No,5,1,80
Male,5,82,Yes,No,9,7,70
Male,4,76,No,No,9,1,63
Female,7,58,Yes,No,5,3,49
Female,5,92,No,No,9,3,82
Female,5,63,No,Yes,7,7,55
Female,1,95,Yes,No,6,0,72
Female,2,73,No,Yes,5,8,54
Male,5,61,Yes,No,7,5,51
Female,3,43,Yes,No,6,3,25
Male,2,96,No,Yes,6,5,76
Female,4,49,Yes,No,7,5,37
Female,4,41,Yes,No,6,8,28
Male,4,47,No,No,8,3,27
Male,4,72,Yes,No,5,7,52
Male,3,98,No,Yes,5,0,81
Male,7,77,No,No,6,5,70
Female,9,82,No,Yes,7,4,86
Male,5,98,No,No,4,2,81
Male,4,67,Yes,No,9,3,54
Male,2,49,No,Yes,6,7,28
Male,2,84,Yes,Yes,4,9,70
Female,5,40,Yes,No,6,1,28
Male,7,73,No,No,4,7,66
Male,9,42,No,No,6,6,42
Male,7,48,No,Yes,7,0,43
Male,5,44,Yes,Yes,9,1,34
Male,6,81,No,Yes,4,6,74
Female,3,49,Yes,Yes,8,2,35
Male,5,51,No,No,7,1,37
Male,8,57,No,No,9,0,52
Female,1,97,Yes,Yes,6,6,79
Male,1,60,Yes,No,4,2,36
Male,7,60,No,No,9,5,51
Female,5,40,No,No,5,9,28
Male,5,42,No,No,7,7,28
Male,1,44,Yes,Yes,4,5,23
Female,9,64,No,No,7,6,65
Male,1,97,No,No,4,5,70
Male,5,88,Yes,Yes,5,6,74
Female,9,47,No,No,8,4,50
Male,4,56,Yes,No,5,8,40
Female,8,48,Yes,Yes,6,2,48
Male,6,71,No,Yes,7,5,64
Female,3,45,No,Yes,8,8,35
Female,4,88,Yes,No,7,0,76
Female,2,79,Yes,Yes,9,4,61
Female,1,60,No,No,4,3,37
Female,8,46,Yes,No,6,8,41
Male,1,46,Yes,No,6,0,22
Female,1,86,No,No,7,3,63
Female,4,78,Yes,No,6,0,66
Female,6,93,Yes,No,7,2,88
Female,9,66,Yes,Yes,4,3,67
Female,1,47,Yes,Yes,4,0,26
Female,7,48,Yes,No,7,4,44
Male,5,67,Yes,Yes,5,5,55
Male,8,54,No,No,5,0,46
Male,7,41,No,No,4,9,33
Male,4,46,No,Yes,8,9,37
Male,4,86,No,No,5,3,67
Male,6,57,Yes,No,7,3,48
Female,6,61,No,No,4,0,50
Male,9,89,Yes,Yes,6,1,92
Female,5,49,No,No,6,9,39
Male,8,93,Yes,No,5,4,89
Female,5,89,No,No,8,1,76
Female,2,72,Yes,No,9,2,58
Male,6,46,No,Yes,5,8,38
Female,9,42,No,Yes,8,4,45
Female,3,53,No,Yes,5,0,39
Female,1,83,No,Yes,6,4,60
Male,1,85,No,No,8,2,62
Female,3,75,Yes,Yes,6,0,63
Male,5,52,No,No,7,2,35
Male,3,55,Yes,Yes,7,5,40
Female,9,55,No,Yes,4,9,58
Male,8,93,No,No,6,4,89
Male,3,44,No,No,6,0,20
Male,9,91,Yes,No,4,1,91
Female,6,64,No,No,7,4,57
Male,7,77,No,No,7,8,68
Male,4,77,Yes,No,8,4,61
Male,4,89,Yes,Yes,8,4,80
Female,2,77,Yes,No,9,0,59
Female,5,78,Yes,No,7,4,67
Female,8,95,No,No,9,7,95
Female,7,95,Yes,No,5,8,90
Female,7,87,Yes,No,6,9,81
Male,6,80,No,No,8,2,69
Female,3,65,Yes,Yes,5,3,52
Male,5,98,Yes,No,8,6,85
Female,1,52,Yes,Yes,4,6,33
Female,7,83,No,No,6,0,79
Female,9,90,Yes,Yes,9,5,97
Male,1,65,Yes,No,9,8,44
Male,2,94,Yes,No,8,4,71
Male,3,94,No,No,7,7,76
Female,3,40,No,No,9,9,25
Female,8,47,Yes,No,4,8,44
Male,7,43,No,No,4,9,36
Female,6,60,Yes,No,7,9,53
Female,4,61,No,Yes,4,2,51
Female,9,90,No,Yes,6,0,95
Male,1,92,Yes,No,8,1,67
Male,2,97,Yes,No,4,4,73
